np.array([[125608,-57618.6,-58770.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91893e-13,4.5453e-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56466.2,0,0,-1.27939e-13,-1152.37,-1152.37,0,0,0,0,-1152.37,-1152.37,0,0,0,3.83787e-13,0,0,0,0,0,1152.37,-57618.6,56466.2,0,0,0,0,0,0,0,0,0,1152.37,-1152.37,112932,-2304.74,0,-58770.9,0,0,0],
[-57618.6,304226,-6914.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1152.37,-58770.9,-58770.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53009.1,55313.8,-1152.37,-56466.2,-1152.37,0,0,0,4.5453e-28,-58770.9,0,0,0,0,-57618.6,56466.2,0,0,0,0,55313.8,1152.37,0,0,0,0,0,0,0,0,0,0,-3457.11,2304.74,-56466.2,-1152.37,-115237,112932,0,0,0],
[-58770.9,-6914.23,245455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1152.37,0,1152.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009.1,-59923.3,-57618.6,1152.37,56466.2,2304.74,0,0,0,0,-58770.9,1152.37,0,0,0,0,56466.2,-56466.2,0,0,0,-116389,112932,-112932,0,0,0,0,0,0,0,0,0,56466.2,0,-56466.2,-2304.74,0,1152.37,0,0,0],
[0,0,0,166710,-82202.5,36875.9,-768.247,-768.247,-1536.49,768.247,1.27929e-13,-8.52926e-14,0,0,0,-768.247,-38412.4,37644.1,768.247,37644.1,-768.247,4.64e-28,4.26463e-12,-768.247,0,0,0,38412.4,-39948.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38412.4,-37644.1,-768.247,0,0,0,36875.9,1.27929e-13,1536.49,0,0,0,0,0,0,0,0,0,-75288.2,-76824.7,4.34992e-12,768.247,37644.1,-768.247,0,0,0,0,0,0],
[0,0,0,-82202.5,244303,33802.9,8.52926e-14,-39180.6,0,37644.1,768.247,-768.247,0,0,0,1536.49,38412.4,4.34992e-12,0,768.247,-38412.4,-4.17934e-12,-75288.2,37644.1,0,0,0,-768.247,768.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2304.74,-2304.74,-37644.1,0,0,0,-76056.5,38412.4,-1536.49,0,0,0,0,0,0,0,0,0,39180.6,36875.9,-39180.6,1.63749e-11,-37644.1,-76824.7,0,0,0,0,0,0],
[0,0,0,36875.9,33802.9,169014,-39180.6,37644.1,1536.49,-768.247,-38412.4,-36875.9,0,0,0,-768.247,36875.9,-768.247,0,-768.247,-36875.9,-768.247,-39180.6,0,0,0,0,37644.1,-38412.4,768.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76824.7,-76056.5,768.247,0,0,0,37644.1,36875.9,-1536.49,0,0,0,0,0,0,0,0,0,-768.247,0,768.247,-40717.1,-2304.74,768.247,0,0,0,0,0,0],
[0,0,0,-1152.37,1.27939e-13,-58770.9,183227,-112932,55313.8,57618.6,-1152.37,56466.2,1152.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.37,56466.2,-116389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56466.2,6.39694e-12,-6.39694e-12,-3.83787e-13,-59923.3,-2304.74,-1.27939e-13,-1152.37,-1152.37,0,0,0,0,0,0,-112932,56466.2,56466.2,0,0,0,0,0,0],
[0,0,0,-1152.37,-58770.9,56466.2,-112932,301921,-65685.2,-59923.3,1152.37,-57618.6,56466.2,6.26901e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26901e-12,56466.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13002e-11,-53009.1,55313.8,0,-58770.9,-1152.37,-1152.37,-56466.2,-1152.37,0,0,0,0,0,0,-1152.37,1152.37,-5.88423e-12,0,0,0,0,0,0],
[0,0,0,-2304.74,0,2304.74,55313.8,-65685.2,245455,-1.27939e-13,1.27939e-13,1152.37,-116389,56466.2,-56466.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56466.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009.1,-59923.3,-57618.6,0,-58770.9,2304.74,1152.37,56466.2,2304.74,0,0,0,0,0,0,-57618.6,111780,-56466.2,0,0,0,0,0,0],
[0,0,0,2304.74,112932,-2304.74,115237,-119847,-2.55878e-13,361845,-124456,112932,0,0,-2304.74,0,0,0,0,0,0,-2.55878e-13,-115237,112932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-225865,-230474,1.30498e-11,0,0,0,-110628,112932,5.11756e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
